config,seed,strategySide,over,duration_min,winner,strategyWon,kills,kills10,kills15,kills20,bK,rK,towers_blue_down,towers_red_down,towers20,blue_lane_cleared_min,red_lane_cleared_min,stall_min,guards_down_end,blue_nexus_hp_end,red_nexus_hp_end,dragons,barons,lastTowerFall_min,team_t3_20,rejected,violations,conservationFails,wallMs
standard,1,,1,19.61,red,,16,0,6,,4,12,7,6,,,,,2,-5,7200,3,2,19.42,0,0,0,0,13151
standard,2,,1,23.21,blue,,28,1,6,17,4,24,7,9,11,,,,2,7200,-1139,3,2,23.15,12,0,0,0,13986
standard,3,,1,24.73,blue,,30,0,5,15,11,19,6,10,11,,,,2,7200,-315,3,3,24.64,11,0,0,0,14227
standard,4,,1,23.34,red,,29,1,5,17,3,26,9,7,10,,,,2,-2202,7200,3,3,23.32,11.5,0,0,0,13927
standard,5,,1,21.73,red,,24,2,5,18,7,17,11,5,13,19.89,,,2,-150,7200,3,2,21.67,12,0,0,0,13532
standard,6,,1,24.35,blue,,29,0,0,13,19,10,6,10,8,,,,2,7200,-662,3,3,24.33,11,0,0,0,14728
standard,7,,1,25.12,red,,44,0,13,24,14,30,10,7,9,,,,2,-1577,7200,3,2,25.08,12.5,0,0,0,14365
standard,8,,1,20.68,red,,21,4,6,19,8,13,9,4,11,,,,2,-992,7200,3,2,20.61,11.5,0,0,0,13201
standard,9,,1,26.28,blue,,44,0,3,17,19,25,4,9,10,,,,2,7200,-259,3,3,26.22,11,0,0,0,7810
standard,10,,1,21.68,blue,,25,1,6,19,18,7,5,9,12,,,,2,7200,-81,3,2,21.62,11.5,0,0,0,6330
standard,11,,1,25.88,red,,41,0,6,15,10,31,10,6,8,,,,2,-2448,7200,4,3,25.42,12,0,0,0,7582
standard,12,,1,23.82,red,,30,0,3,15,11,19,10,6,10,,,,2,-654,7200,3,2,23.72,11.5,0,0,0,6856
standard,13,,1,21.85,red,,18,1,3,11,2,16,11,6,12,20.62,,,2,-266,7200,3,2,21.72,12.5,0,0,0,6740
standard,14,,0,60,,,240,0,2,9,121,119,9,9,10,28.1,28.98,31.03,0,7200,7200,9,7,28.98,11,0,0,0,14683
standard,15,,1,21.92,blue,,15,1,3,10,8,7,4,10,11,,,,2,7200,-420,4,2,21.87,11.5,0,0,0,6603
standard,16,,1,24.9,blue,,37,2,10,22,17,20,8,11,8,,23.64,,2,7200,-538,3,2,24.87,12.5,0,0,0,7624
standard,17,,1,28.68,blue,,45,0,2,10,19,26,7,10,13,,,,2,7200,-287,5,3,28.65,11.5,0,0,0,8135
standard,18,,1,21.38,red,,15,2,6,12,2,13,11,6,10,20.74,,,2,-117,7200,4,3,21.33,12,0,0,0,6492
standard,19,,1,24.68,blue,,29,1,5,14,11,18,6,10,9,,,,2,7200,-293,3,3,24.64,11.5,0,0,0,7199
standard,20,,1,21.15,red,,12,2,4,9,3,9,11,4,11,20.53,,,2,-1014,7200,3,2,21.09,11,0,0,0,6386
standard,21,,1,18.97,red,,20,1,11,,1,19,10,4,,,,,2,-262,7200,3,2,18.88,0,0,0,0,5605
standard,22,,1,20.89,red,,15,2,4,12,7,8,10,6,14,,,,2,-207,7200,3,2,20.83,12,0,0,0,6365
standard,23,,1,21.53,red,,15,1,4,9,6,9,10,7,13,,,,2,-258,7200,3,2,21.41,11.5,0,0,0,6594
standard,24,,1,23.41,red,,34,1,7,19,13,21,10,6,11,,,,2,-813,7200,3,2,23.37,11.5,0,0,0,6247
standard,25,,1,22.42,red,,23,0,3,11,14,9,10,7,9,,,,2,-1139,7200,3,2,22.37,11,0,0,0,6504
standard,26,,1,21.91,red,,16,0,3,11,3,13,10,6,11,,,,2,-883,7200,4,2,21.86,12,0,0,0,6252
standard,27,,1,20.93,red,,15,1,2,12,5,10,10,6,13,,,,2,-258,7200,3,2,20.87,11.5,0,0,0,6254
standard,28,,1,20.08,red,,14,1,6,14,3,11,10,7,17,,,,2,-212,7200,3,2,19.96,12.5,0,0,0,5449
